"Statistic Label","CensusYear","Detailed Marital Status","County and City","Sex","Age Group","UNIT","VALUE"
"Population","2022","All marital status","Kilkenny","Male","50 - 54 years","Number","3521"
"Population","2022","All marital status","Kilkenny","Male","55 - 59 years","Number","3307"
"Population","2022","All marital status","Kilkenny","Male","60 - 64 years","Number","3005"
"Population","2022","All marital status","Kilkenny","Male","65 - 69 years","Number","2661"
"Population","2022","All marital status","Kilkenny","Male","70 - 74 years","Number","2250"
"Population","2022","All marital status","Kilkenny","Male","75 - 79 years","Number","1640"
"Population","2022","All marital status","Kilkenny","Male","80 - 84 years","Number","984"
"Population","2022","All marital status","Kilkenny","Male","85 years and over","Number","694"
"Population","2022","All marital status","Kilkenny","Female","All ages","Number","52277"
"Population","2022","All marital status","Kilkenny","Female","Under 25 years","Number","16085"
"Population","2022","All marital status","Kilkenny","Female","25 - 29 years","Number","2554"
"Population","2022","All marital status","Kilkenny","Female","30 - 34 years","Number","2942"
"Population","2022","All marital status","Kilkenny","Female","35 - 39 years","Number","3801"
"Population","2022","All marital status","Kilkenny","Female","40 - 44 years","Number","4093"
"Population","2022","All marital status","Kilkenny","Female","45 - 49 years","Number","3959"
"Population","2022","All marital status","Kilkenny","Female","50 - 54 years","Number","3572"
"Population","2022","All marital status","Kilkenny","Female","55 - 59 years","Number","3376"
"Population","2022","All marital status","Kilkenny","Female","60 - 64 years","Number","3068"
"Population","2022","All marital status","Kilkenny","Female","65 - 69 years","Number","2577"
"Population","2022","All marital status","Kilkenny","Female","70 - 74 years","Number","2159"
"Population","2022","All marital status","Kilkenny","Female","75 - 79 years","Number","1758"
"Population","2022","All marital status","Kilkenny","Female","80 - 84 years","Number","1126"
"Population","2022","All marital status","Kilkenny","Female","85 years and over","Number","1207"
"Population","2022","All marital status","Laois","Both sexes","All ages","Number","91877"
"Population","2022","All marital status","Laois","Both sexes","Under 25 years","Number","31977"
"Population","2022","All marital status","Laois","Both sexes","25 - 29 years","Number","4412"
"Population","2022","All marital status","Laois","Both sexes","30 - 34 years","Number","5397"
"Population","2022","All marital status","Laois","Both sexes","35 - 39 years","Number","7317"
"Population","2022","All marital status","Laois","Both sexes","40 - 44 years","Number","7752"
"Population","2022","All marital status","Laois","Both sexes","45 - 49 years","Number","6824"
"Population","2022","All marital status","Laois","Both sexes","50 - 54 years","Number","6208"
"Population","2022","All marital status","Laois","Both sexes","55 - 59 years","Number","5337"
"Population","2022","All marital status","Laois","Both sexes","60 - 64 years","Number","4675"
"Population","2022","All marital status","Laois","Both sexes","65 - 69 years","Number","3959"
"Population","2022","All marital status","Laois","Both sexes","70 - 74 years","Number","3134"
"Population","2022","All marital status","Laois","Both sexes","75 - 79 years","Number","2403"
"Population","2022","All marital status","Laois","Both sexes","80 - 84 years","Number","1370"
"Population","2022","All marital status","Laois","Both sexes","85 years and over","Number","1112"
"Population","2022","All marital status","Laois","Male","All ages","Number","46278"
"Population","2022","All marital status","Laois","Male","Under 25 years","Number","16486"
"Population","2022","All marital status","Laois","Male","25 - 29 years","Number","2267"
"Population","2022","All marital status","Laois","Male","30 - 34 years","Number","2624"
"Population","2022","All marital status","Laois","Male","35 - 39 years","Number","3506"
"Population","2022","All marital status","Laois","Male","40 - 44 years","Number","3798"
"Population","2022","All marital status","Laois","Male","45 - 49 years","Number","3396"
"Population","2022","All marital status","Laois","Male","50 - 54 years","Number","3226"
"Population","2022","All marital status","Laois","Male","55 - 59 years","Number","2711"
"Population","2022","All marital status","Laois","Male","60 - 64 years","Number","2412"
"Population","2022","All marital status","Laois","Male","65 - 69 years","Number","2013"
"Population","2022","All marital status","Laois","Male","70 - 74 years","Number","1605"
"Population","2022","All marital status","Laois","Male","75 - 79 years","Number","1157"
"Population","2022","All marital status","Laois","Male","80 - 84 years","Number","643"
"Population","2022","All marital status","Laois","Male","85 years and over","Number","434"
"Population","2022","All marital status","Laois","Female","All ages","Number","45599"
"Population","2022","All marital status","Laois","Female","Under 25 years","Number","15491"
"Population","2022","All marital status","Laois","Female","25 - 29 years","Number","2145"
"Population","2022","All marital status","Laois","Female","30 - 34 years","Number","2773"
"Population","2022","All marital status","Laois","Female","35 - 39 years","Number","3811"
"Population","2022","All marital status","Laois","Female","40 - 44 years","Number","3954"
"Population","2022","All marital status","Laois","Female","45 - 49 years","Number","3428"
"Population","2022","All marital status","Laois","Female","50 - 54 years","Number","2982"
"Population","2022","All marital status","Laois","Female","55 - 59 years","Number","2626"
"Population","2022","All marital status","Laois","Female","60 - 64 years","Number","2263"
"Population","2022","All marital status","Laois","Female","65 - 69 years","Number","1946"
"Population","2022","All marital status","Laois","Female","70 - 74 years","Number","1529"
"Population","2022","All marital status","Laois","Female","75 - 79 years","Number","1246"
"Population","2022","All marital status","Laois","Female","80 - 84 years","Number","727"
"Population","2022","All marital status","Laois","Female","85 years and over","Number","678"
"Population","2022","All marital status","Longford","Both sexes","All ages","Number","46751"
"Population","2022","All marital status","Longford","Both sexes","Under 25 years","Number","15482"
"Population","2022","All marital status","Longford","Both sexes","25 - 29 years","Number","2293"
"Population","2022","All marital status","Longford","Both sexes","30 - 34 years","Number","2749"
"Population","2022","All marital status","Longford","Both sexes","35 - 39 years","Number","3347"
"Population","2022","All marital status","Longford","Both sexes","40 - 44 years","Number","3822"
"Population","2022","All marital status","Longford","Both sexes","45 - 49 years","Number","3418"
"Population","2022","All marital status","Longford","Both sexes","50 - 54 years","Number","3105"
"Population","2022","All marital status","Longford","Both sexes","55 - 59 years","Number","2743"
"Population","2022","All marital status","Longford","Both sexes","60 - 64 years","Number","2460"
"Population","2022","All marital status","Longford","Both sexes","65 - 69 years","Number","2235"
"Population","2022","All marital status","Longford","Both sexes","70 - 74 years","Number","1988"
"Population","2022","All marital status","Longford","Both sexes","75 - 79 years","Number","1495"
"Population","2022","All marital status","Longford","Both sexes","80 - 84 years","Number","833"
"Population","2022","All marital status","Longford","Both sexes","85 years and over","Number","781"
"Population","2022","All marital status","Longford","Male","All ages","Number","23449"
"Population","2022","All marital status","Longford","Male","Under 25 years","Number","8042"
"Population","2022","All marital status","Longford","Male","25 - 29 years","Number","1119"
"Population","2022","All marital status","Longford","Male","30 - 34 years","Number","1314"
"Population","2022","All marital status","Longford","Male","35 - 39 years","Number","1572"
"Population","2022","All marital status","Longford","Male","40 - 44 years","Number","1908"
"Population","2022","All marital status","Longford","Male","45 - 49 years","Number","1726"
"Population","2022","All marital status","Longford","Male","50 - 54 years","Number","1567"
"Population","2022","All marital status","Longford","Male","55 - 59 years","Number","1405"
"Population","2022","All marital status","Longford","Male","60 - 64 years","Number","1240"
"Population","2022","All marital status","Longford","Male","65 - 69 years","Number","1115"
"Population","2022","All marital status","Longford","Male","70 - 74 years","Number","1030"
"Population","2022","All marital status","Longford","Male","75 - 79 years","Number","721"
"Population","2022","All marital status","Longford","Male","80 - 84 years","Number","398"
"Population","2022","All marital status","Longford","Male","85 years and over","Number","292"
"Population","2022","All marital status","Longford","Female","All ages","Number","23302"
"Population","2022","All marital status","Longford","Female","Under 25 years","Number","7440"
"Population","2022","All marital status","Longford","Female","25 - 29 years","Number","1174"
"Population","2022","All marital status","Longford","Female","30 - 34 years","Number","1435"
"Population","2022","All marital status","Longford","Female","35 - 39 years","Number","1775"
"Population","2022","All marital status","Longford","Female","40 - 44 years","Number","1914"
"Population","2022","All marital status","Longford","Female","45 - 49 years","Number","1692"
"Population","2022","All marital status","Longford","Female","50 - 54 years","Number","1538"
"Population","2022","All marital status","Longford","Female","55 - 59 years","Number","1338"
"Population","2022","All marital status","Longford","Female","60 - 64 years","Number","1220"
"Population","2022","All marital status","Longford","Female","65 - 69 years","Number","1120"
"Population","2022","All marital status","Longford","Female","70 - 74 years","Number","958"
"Population","2022","All marital status","Longford","Female","75 - 79 years","Number","774"
"Population","2022","All marital status","Longford","Female","80 - 84 years","Number","435"
"Population","2022","All marital status","Longford","Female","85 years and over","Number","489"
"Population","2022","All marital status","Louth","Both sexes","All ages","Number","139703"
"Population","2022","All marital status","Louth","Both sexes","Under 25 years","Number","47462"
"Population","2022","All marital status","Louth","Both sexes","25 - 29 years","Number","7219"
"Population","2022","All marital status","Louth","Both sexes","30 - 34 years","Number","8468"
"Population","2022","All marital status","Louth","Both sexes","35 - 39 years","Number","9998"
"Population","2022","All marital status","Louth","Both sexes","40 - 44 years","Number","11126"
"Population","2022","All marital status","Louth","Both sexes","45 - 49 years","Number","10325"
"Population","2022","All marital status","Louth","Both sexes","50 - 54 years","Number","9794"
"Population","2022","All marital status","Louth","Both sexes","55 - 59 years","Number","8333"
"Population","2022","All marital status","Louth","Both sexes","60 - 64 years","Number","7080"
"Population","2022","All marital status","Louth","Both sexes","65 - 69 years","Number","6078"
"Population","2022","All marital status","Louth","Both sexes","70 - 74 years","Number","5155"
"Population","2022","All marital status","Louth","Both sexes","75 - 79 years","Number","4074"
"Population","2022","All marital status","Louth","Both sexes","80 - 84 years","Number","2550"
"Population","2022","All marital status","Louth","Both sexes","85 years and over","Number","2041"
"Population","2022","All marital status","Louth","Male","All ages","Number","68907"
"Population","2022","All marital status","Louth","Male","Under 25 years","Number","24320"
"Population","2022","All marital status","Louth","Male","25 - 29 years","Number","3570"
"Population","2022","All marital status","Louth","Male","30 - 34 years","Number","4051"
"Population","2022","All marital status","Louth","Male","35 - 39 years","Number","4657"
"Population","2022","All marital status","Louth","Male","40 - 44 years","Number","5325"
"Population","2022","All marital status","Louth","Male","45 - 49 years","Number","5044"
"Population","2022","All marital status","Louth","Male","50 - 54 years","Number","4918"
"Population","2022","All marital status","Louth","Male","55 - 59 years","Number","4184"
"Population","2022","All marital status","Louth","Male","60 - 64 years","Number","3542"
"Population","2022","All marital status","Louth","Male","65 - 69 years","Number","3042"
"Population","2022","All marital status","Louth","Male","70 - 74 years","Number","2486"
"Population","2022","All marital status","Louth","Male","75 - 79 years","Number","1880"
"Population","2022","All marital status","Louth","Male","80 - 84 years","Number","1168"
"Population","2022","All marital status","Louth","Male","85 years and over","Number","720"
"Population","2022","All marital status","Louth","Female","All ages","Number","70796"
"Population","2022","All marital status","Louth","Female","Under 25 years","Number","23142"
"Population","2022","All marital status","Louth","Female","25 - 29 years","Number","3649"
"Population","2022","All marital status","Louth","Female","30 - 34 years","Number","4417"
"Population","2022","All marital status","Louth","Female","35 - 39 years","Number","5341"
"Population","2022","All marital status","Louth","Female","40 - 44 years","Number","5801"
"Population","2022","All marital status","Louth","Female","45 - 49 years","Number","5281"
"Population","2022","All marital status","Louth","Female","50 - 54 years","Number","4876"
"Population","2022","All marital status","Louth","Female","55 - 59 years","Number","4149"
"Population","2022","All marital status","Louth","Female","60 - 64 years","Number","3538"
"Population","2022","All marital status","Louth","Female","65 - 69 years","Number","3036"
"Population","2022","All marital status","Louth","Female","70 - 74 years","Number","2669"
"Population","2022","All marital status","Louth","Female","75 - 79 years","Number","2194"
"Population","2022","All marital status","Louth","Female","80 - 84 years","Number","1382"
"Population","2022","All marital status","Louth","Female","85 years and over","Number","1321"
"Population","2022","All marital status","Meath","Both sexes","All ages","Number","220826"
"Population","2022","All marital status","Meath","Both sexes","Under 25 years","Number","78462"
"Population","2022","All marital status","Meath","Both sexes","25 - 29 years","Number","10351"
"Population","2022","All marital status","Meath","Both sexes","30 - 34 years","Number","13178"
"Population","2022","All marital status","Meath","Both sexes","35 - 39 years","Number","16804"
"Population","2022","All marital status","Meath","Both sexes","40 - 44 years","Number","18818"
"Population","2022","All marital status","Meath","Both sexes","45 - 49 years","Number","17558"
"Population","2022","All marital status","Meath","Both sexes","50 - 54 years","Number","15421"
"Population","2022","All marital status","Meath","Both sexes","55 - 59 years","Number","12811"
"Population","2022","All marital status","Meath","Both sexes","60 - 64 years","Number","10364"
"Population","2022","All marital status","Meath","Both sexes","65 - 69 years","Number","8732"
"Population","2022","All marital status","Meath","Both sexes","70 - 74 years","Number","7318"
"Population","2022","All marital status","Meath","Both sexes","75 - 79 years","Number","5348"
"Population","2022","All marital status","Meath","Both sexes","80 - 84 years","Number","3120"
"Population","2022","All marital status","Meath","Both sexes","85 years and over","Number","2541"
"Population","2022","All marital status","Meath","Male","All ages","Number","109988"
"Population","2022","All marital status","Meath","Male","Under 25 years","Number","40388"
"Population","2022","All marital status","Meath","Male","25 - 29 years","Number","5185"
"Population","2022","All marital status","Meath","Male","30 - 34 years","Number","6206"
"Population","2022","All marital status","Meath","Male","35 - 39 years","Number","7988"
"Population","2022","All marital status","Meath","Male","40 - 44 years","Number","9061"
"Population","2022","All marital status","Meath","Male","45 - 49 years","Number","8710"
"Population","2022","All marital status","Meath","Male","50 - 54 years","Number","7792"
"Population","2022","All marital status","Meath","Male","55 - 59 years","Number","6537"
"Population","2022","All marital status","Meath","Male","60 - 64 years","Number","5176"
"Population","2022","All marital status","Meath","Male","65 - 69 years","Number","4338"
"Population","2022","All marital status","Meath","Male","70 - 74 years","Number","3590"
"Population","2022","All marital status","Meath","Male","75 - 79 years","Number","2576"
"Population","2022","All marital status","Meath","Male","80 - 84 years","Number","1459"
"Population","2022","All marital status","Meath","Male","85 years and over","Number","982"
"Population","2022","All marital status","Meath","Female","All ages","Number","110838"
"Population","2022","All marital status","Meath","Female","Under 25 years","Number","38074"
"Population","2022","All marital status","Meath","Female","25 - 29 years","Number","5166"
"Population","2022","All marital status","Meath","Female","30 - 34 years","Number","6972"
"Population","2022","All marital status","Meath","Female","35 - 39 years","Number","8816"
"Population","2022","All marital status","Meath","Female","40 - 44 years","Number","9757"
"Population","2022","All marital status","Meath","Female","45 - 49 years","Number","8848"
"Population","2022","All marital status","Meath","Female","50 - 54 years","Number","7629"
"Population","2022","All marital status","Meath","Female","55 - 59 years","Number","6274"
"Population","2022","All marital status","Meath","Female","60 - 64 years","Number","5188"
"Population","2022","All marital status","Meath","Female","65 - 69 years","Number","4394"
"Population","2022","All marital status","Meath","Female","70 - 74 years","Number","3728"
"Population","2022","All marital status","Meath","Female","75 - 79 years","Number","2772"
"Population","2022","All marital status","Meath","Female","80 - 84 years","Number","1661"
"Population","2022","All marital status","Meath","Female","85 years and over","Number","1559"
"Population","2022","All marital status","Offaly","Both sexes","All ages","Number","83150"
"Population","2022","All marital status","Offaly","Both sexes","Under 25 years","Number","27555"
"Population","2022","All marital status","Offaly","Both sexes","25 - 29 years","Number","4137"
"Population","2022","All marital status","Offaly","Both sexes","30 - 34 years","Number","4757"
"Population","2022","All marital status","Offaly","Both sexes","35 - 39 years","Number","5761"
"Population","2022","All marital status","Offaly","Both sexes","40 - 44 years","Number","6524"
"Population","2022","All marital status","Offaly","Both sexes","45 - 49 years","Number","6072"
"Population","2022","All marital status","Offaly","Both sexes","50 - 54 years","Number","5581"
"Population","2022","All marital status","Offaly","Both sexes","55 - 59 years","Number","5138"
"Population","2022","All marital status","Offaly","Both sexes","60 - 64 years","Number","4667"
"Population","2022","All marital status","Offaly","Both sexes","65 - 69 years","Number","4013"
"Population","2022","All marital status","Offaly","Both sexes","70 - 74 years","Number","3439"
"Population","2022","All marital status","Offaly","Both sexes","75 - 79 years","Number","2545"
"Population","2022","All marital status","Offaly","Both sexes","80 - 84 years","Number","1552"
"Population","2022","All marital status","Offaly","Both sexes","85 years and over","Number","1409"
"Population","2022","All marital status","Offaly","Male","All ages","Number","41628"
"Population","2022","All marital status","Offaly","Male","Under 25 years","Number","14306"
"Population","2022","All marital status","Offaly","Male","25 - 29 years","Number","2065"
"Population","2022","All marital status","Offaly","Male","30 - 34 years","Number","2284"
"Population","2022","All marital status","Offaly","Male","35 - 39 years","Number","2775"
"Population","2022","All marital status","Offaly","Male","40 - 44 years","Number","3133"
"Population","2022","All marital status","Offaly","Male","45 - 49 years","Number","3090"
"Population","2022","All marital status","Offaly","Male","50 - 54 years","Number","2811"
"Population","2022","All marital status","Offaly","Male","55 - 59 years","Number","2594"
"Population","2022","All marital status","Offaly","Male","60 - 64 years","Number","2328"
"Population","2022","All marital status","Offaly","Male","65 - 69 years","Number","2035"
"Population","2022","All marital status","Offaly","Male","70 - 74 years","Number","1703"
"Population","2022","All marital status","Offaly","Male","75 - 79 years","Number","1230"
"Population","2022","All marital status","Offaly","Male","80 - 84 years","Number","702"
"Population","2022","All marital status","Offaly","Male","85 years and over","Number","572"
"Population","2022","All marital status","Offaly","Female","All ages","Number","41522"
"Population","2022","All marital status","Offaly","Female","Under 25 years","Number","13249"
"Population","2022","All marital status","Offaly","Female","25 - 29 years","Number","2072"
"Population","2022","All marital status","Offaly","Female","30 - 34 years","Number","2473"
"Population","2022","All marital status","Offaly","Female","35 - 39 years","Number","2986"
"Population","2022","All marital status","Offaly","Female","40 - 44 years","Number","3391"
"Population","2022","All marital status","Offaly","Female","45 - 49 years","Number","2982"
"Population","2022","All marital status","Offaly","Female","50 - 54 years","Number","2770"
"Population","2022","All marital status","Offaly","Female","55 - 59 years","Number","2544"
"Population","2022","All marital status","Offaly","Female","60 - 64 years","Number","2339"
"Population","2022","All marital status","Offaly","Female","65 - 69 years","Number","1978"
"Population","2022","All marital status","Offaly","Female","70 - 74 years","Number","1736"
"Population","2022","All marital status","Offaly","Female","75 - 79 years","Number","1315"
"Population","2022","All marital status","Offaly","Female","80 - 84 years","Number","850"
"Population","2022","All marital status","Offaly","Female","85 years and over","Number","837"
"Population","2022","All marital status","Westmeath","Both sexes","All ages","Number","96221"
"Population","2022","All marital status","Westmeath","Both sexes","Under 25 years","Number","31632"
"Population","2022","All marital status","Westmeath","Both sexes","25 - 29 years","Number","5175"
"Population","2022","All marital status","Westmeath","Both sexes","30 - 34 years","Number","5912"
"Population","2022","All marital status","Westmeath","Both sexes","35 - 39 years","Number","7303"
"Population","2022","All marital status","Westmeath","Both sexes","40 - 44 years","Number","7460"
"Population","2022","All marital status","Westmeath","Both sexes","45 - 49 years","Number","6869"
"Population","2022","All marital status","Westmeath","Both sexes","50 - 54 years","Number","6453"
"Population","2022","All marital status","Westmeath","Both sexes","55 - 59 years","Number","5880"
"Population","2022","All marital status","Westmeath","Both sexes","60 - 64 years","Number","5168"
"Population","2022","All marital status","Westmeath","Both sexes","65 - 69 years","Number","4588"
"Population","2022","All marital status","Westmeath","Both sexes","70 - 74 years","Number","3670"
"Population","2022","All marital status","Westmeath","Both sexes","75 - 79 years","Number","2815"
"Population","2022","All marital status","Westmeath","Both sexes","80 - 84 years","Number","1726"
"Population","2022","All marital status","Westmeath","Both sexes","85 years and over","Number","1570"
"Population","2022","All marital status","Westmeath","Male","All ages","Number","47721"
"Population","2022","All marital status","Westmeath","Male","Under 25 years","Number","16220"
"Population","2022","All marital status","Westmeath","Male","25 - 29 years","Number","2575"
"Population","2022","All marital status","Westmeath","Male","30 - 34 years","Number","2844"
"Population","2022","All marital status","Westmeath","Male","35 - 39 years","Number","3522"
"Population","2022","All marital status","Westmeath","Male","40 - 44 years","Number","3612"
"Population","2022","All marital status","Westmeath","Male","45 - 49 years","Number","3397"
"Population","2022","All marital status","Westmeath","Male","50 - 54 years","Number","3229"
"Population","2022","All marital status","Westmeath","Male","55 - 59 years","Number","2878"
"Population","2022","All marital status","Westmeath","Male","60 - 64 years","Number","2597"
"Population","2022","All marital status","Westmeath","Male","65 - 69 years","Number","2277"
"Population","2022","All marital status","Westmeath","Male","70 - 74 years","Number","1832"
"Population","2022","All marital status","Westmeath","Male","75 - 79 years","Number","1320"
"Population","2022","All marital status","Westmeath","Male","80 - 84 years","Number","792"
"Population","2022","All marital status","Westmeath","Male","85 years and over","Number","626"
"Population","2022","All marital status","Westmeath","Female","All ages","Number","48500"
"Population","2022","All marital status","Westmeath","Female","Under 25 years","Number","15412"
"Population","2022","All marital status","Westmeath","Female","25 - 29 years","Number","2600"
"Population","2022","All marital status","Westmeath","Female","30 - 34 years","Number","3068"
"Population","2022","All marital status","Westmeath","Female","35 - 39 years","Number","3781"
"Population","2022","All marital status","Westmeath","Female","40 - 44 years","Number","3848"
"Population","2022","All marital status","Westmeath","Female","45 - 49 years","Number","3472"
"Population","2022","All marital status","Westmeath","Female","50 - 54 years","Number","3224"
"Population","2022","All marital status","Westmeath","Female","55 - 59 years","Number","3002"
"Population","2022","All marital status","Westmeath","Female","60 - 64 years","Number","2571"
"Population","2022","All marital status","Westmeath","Female","65 - 69 years","Number","2311"
"Population","2022","All marital status","Westmeath","Female","70 - 74 years","Number","1838"
"Population","2022","All marital status","Westmeath","Female","75 - 79 years","Number","1495"
"Population","2022","All marital status","Westmeath","Female","80 - 84 years","Number","934"
"Population","2022","All marital status","Westmeath","Female","85 years and over","Number","944"
"Population","2022","All marital status","Wexford","Both sexes","All ages","Number","163919"
"Population","2022","All marital status","Wexford","Both sexes","Under 25 years","Number","51882"
"Population","2022","All marital status","Wexford","Both sexes","25 - 29 years","Number","7865"
"Population","2022","All marital status","Wexford","Both sexes","30 - 34 years","Number","9407"
"Population","2022","All marital status","Wexford","Both sexes","35 - 39 years","Number","11060"
"Population","2022","All marital status","Wexford","Both sexes","40 - 44 years","Number","12601"
"Population","2022","All marital status","Wexford","Both sexes","45 - 49 years","Number","11781"
"Population","2022","All marital status","Wexford","Both sexes","50 - 54 years","Number","11464"
"Population","2022","All marital status","Wexford","Both sexes","55 - 59 years","Number","10770"
"Population","2022","All marital status","Wexford","Both sexes","60 - 64 years","Number","9686"
"Population","2022","All marital status","Wexford","Both sexes","65 - 69 years","Number","8417"
"Population","2022","All marital status","Wexford","Both sexes","70 - 74 years","Number","7216"
"Population","2022","All marital status","Wexford","Both sexes","75 - 79 years","Number","5526"
"Population","2022","All marital status","Wexford","Both sexes","80 - 84 years","Number","3470"
"Population","2022","All marital status","Wexford","Both sexes","85 years and over","Number","2774"
"Population","2022","All marital status","Wexford","Male","All ages","Number","80777"
"Population","2022","All marital status","Wexford","Male","Under 25 years","Number","26596"
"Population","2022","All marital status","Wexford","Male","25 - 29 years","Number","3839"
"Population","2022","All marital status","Wexford","Male","30 - 34 years","Number","4510"
"Population","2022","All marital status","Wexford","Male","35 - 39 years","Number","5142"
"Population","2022","All marital status","Wexford","Male","40 - 44 years","Number","6000"
"Population","2022","All marital status","Wexford","Male","45 - 49 years","Number","5772"
"Population","2022","All marital status","Wexford","Male","50 - 54 years","Number","5711"
"Population","2022","All marital status","Wexford","Male","55 - 59 years","Number","5201"
"Population","2022","All marital status","Wexford","Male","60 - 64 years","Number","4755"
"Population","2022","All marital status","Wexford","Male","65 - 69 years","Number","4218"
"Population","2022","All marital status","Wexford","Male","70 - 74 years","Number","3612"
"Population","2022","All marital status","Wexford","Male","75 - 79 years","Number","2684"
"Population","2022","All marital status","Wexford","Male","80 - 84 years","Number","1664"
"Population","2022","All marital status","Wexford","Male","85 years and over","Number","1073"
"Population","2022","All marital status","Wexford","Female","All ages","Number","83142"
"Population","2022","All marital status","Wexford","Female","Under 25 years","Number","25286"
"Population","2022","All marital status","Wexford","Female","25 - 29 years","Number","4026"
"Population","2022","All marital status","Wexford","Female","30 - 34 years","Number","4897"
"Population","2022","All marital status","Wexford","Female","35 - 39 years","Number","5918"
"Population","2022","All marital status","Wexford","Female","40 - 44 years","Number","6601"
"Population","2022","All marital status","Wexford","Female","45 - 49 years","Number","6009"
"Population","2022","All marital status","Wexford","Female","50 - 54 years","Number","5753"
"Population","2022","All marital status","Wexford","Female","55 - 59 years","Number","5569"
"Population","2022","All marital status","Wexford","Female","60 - 64 years","Number","4931"
"Population","2022","All marital status","Wexford","Female","65 - 69 years","Number","4199"
"Population","2022","All marital status","Wexford","Female","70 - 74 years","Number","3604"
"Population","2022","All marital status","Wexford","Female","75 - 79 years","Number","2842"
"Population","2022","All marital status","Wexford","Female","80 - 84 years","Number","1806"
"Population","2022","All marital status","Wexford","Female","85 years and over","Number","1701"
"Population","2022","All marital status","Wicklow","Both sexes","All ages","Number","155851"
"Population","2022","All marital status","Wicklow","Both sexes","Under 25 years","Number","50755"
"Population","2022","All marital status","Wicklow","Both sexes","25 - 29 years","Number","7067"
"Population","2022","All marital status","Wicklow","Both sexes","30 - 34 years","Number","8526"
"Population","2022","All marital status","Wicklow","Both sexes","35 - 39 years","Number","11179"
"Population","2022","All marital status","Wicklow","Both sexes","40 - 44 years","Number","13000"
"Population","2022","All marital status","Wicklow","Both sexes","45 - 49 years","Number","12109"
"Population","2022","All marital status","Wicklow","Both sexes","50 - 54 years","Number","10927"
"Population","2022","All marital status","Wicklow","Both sexes","55 - 59 years","Number","9927"
"Population","2022","All marital status","Wicklow","Both sexes","60 - 64 years","Number","8700"
"Population","2022","All marital status","Wicklow","Both sexes","65 - 69 years","Number","7277"
"Population","2022","All marital status","Wicklow","Both sexes","70 - 74 years","Number","6264"
"Population","2022","All marital status","Wicklow","Both sexes","75 - 79 years","Number","4883"
"Population","2022","All marital status","Wicklow","Both sexes","80 - 84 years","Number","2893"
"Population","2022","All marital status","Wicklow","Both sexes","85 years and over","Number","2344"
"Population","2022","All marital status","Wicklow","Male","All ages","Number","76564"
"Population","2022","All marital status","Wicklow","Male","Under 25 years","Number","26130"
"Population","2022","All marital status","Wicklow","Male","25 - 29 years","Number","3439"
"Population","2022","All marital status","Wicklow","Male","30 - 34 years","Number","4000"
"Population","2022","All marital status","Wicklow","Male","35 - 39 years","Number","5162"
"Population","2022","All marital status","Wicklow","Male","40 - 44 years","Number","6178"
"Population","2022","All marital status","Wicklow","Male","45 - 49 years","Number","5959"
"Population","2022","All marital status","Wicklow","Male","50 - 54 years","Number","5399"
"Population","2022","All marital status","Wicklow","Male","55 - 59 years","Number","4841"
"Population","2022","All marital status","Wicklow","Male","60 - 64 years","Number","4267"
"Population","2022","All marital status","Wicklow","Male","65 - 69 years","Number","3524"
"Population","2022","All marital status","Wicklow","Male","70 - 74 years","Number","3053"
"Population","2022","All marital status","Wicklow","Male","75 - 79 years","Number","2374"
"Population","2022","All marital status","Wicklow","Male","80 - 84 years","Number","1336"
"Population","2022","All marital status","Wicklow","Male","85 years and over","Number","902"
"Population","2022","All marital status","Wicklow","Female","All ages","Number","79287"
"Population","2022","All marital status","Wicklow","Female","Under 25 years","Number","24625"
"Population","2022","All marital status","Wicklow","Female","25 - 29 years","Number","3628"
"Population","2022","All marital status","Wicklow","Female","30 - 34 years","Number","4526"
"Population","2022","All marital status","Wicklow","Female","35 - 39 years","Number","6017"
"Population","2022","All marital status","Wicklow","Female","40 - 44 years","Number","6822"
"Population","2022","All marital status","Wicklow","Female","45 - 49 years","Number","6150"
"Population","2022","All marital status","Wicklow","Female","50 - 54 years","Number","5528"
"Population","2022","All marital status","Wicklow","Female","55 - 59 years","Number","5086"
"Population","2022","All marital status","Wicklow","Female","60 - 64 years","Number","4433"
"Population","2022","All marital status","Wicklow","Female","65 - 69 years","Number","3753"
"Population","2022","All marital status","Wicklow","Female","70 - 74 years","Number","3211"
"Population","2022","All marital status","Wicklow","Female","75 - 79 years","Number","2509"
"Population","2022","All marital status","Wicklow","Female","80 - 84 years","Number","1557"
"Population","2022","All marital status","Wicklow","Female","85 years and over","Number","1442"
"Population","2022","All marital status","Clare","Both sexes","All ages","Number","127938"
"Population","2022","All marital status","Clare","Both sexes","Under 25 years","Number","40878"
"Population","2022","All marital status","Clare","Both sexes","25 - 29 years","Number","5992"
"Population","2022","All marital status","Clare","Both sexes","30 - 34 years","Number","6663"
"Population","2022","All marital status","Clare","Both sexes","35 - 39 years","Number","8412"
"Population","2022","All marital status","Clare","Both sexes","40 - 44 years","Number","9670"
"Population","2022","All marital status","Clare","Both sexes","45 - 49 years","Number","9466"
"Population","2022","All marital status","Clare","Both sexes","50 - 54 years","Number","9214"
"Population","2022","All marital status","Clare","Both sexes","55 - 59 years","Number","8454"
"Population","2022","All marital status","Clare","Both sexes","60 - 64 years","Number","7532"
"Population","2022","All marital status","Clare","Both sexes","65 - 69 years","Number","6627"
