"Statistic Label","Sex","Socio Economic Group","Nationality","CensusYear","UNIT","VALUE"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Saudi","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Saudi","2016","Number","1"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Thai","2011","Number","6"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Thai","2016","Number","8"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Georgian","2011","Number","3"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Georgian","2016","Number","4"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Iranian","2011","Number","18"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Iranian","2016","Number","13"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Israeli","2011","Number","1"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Israeli","2016","Number","4"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Japanese","2011","Number","1"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Japanese","2016","Number","1"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","South Korean","2011","Number","1"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","South Korean","2016","Number","8"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Kuwaiti","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Kuwaiti","2016","Number","2"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Mongolian","2011","Number","2"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Mongolian","2016","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Nepalese","2011","Number","3"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Nepalese","2016","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Omani","2011","Number","2"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Omani","2016","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Singaporean","2011","Number","1"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Singaporean","2016","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Sri Lankan","2011","Number","2"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Sri Lankan","2016","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Syrian","2011","Number","5"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Syrian","2016","Number","5"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Taiwanese","2011","Number","2"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Taiwanese","2016","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Vietnamese","2011","Number","10"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Vietnamese","2016","Number","6"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","American (US)","2011","Number","281"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","American (US)","2016","Number","184"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Brazilian","2011","Number","93"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Brazilian","2016","Number","135"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Canadian","2011","Number","31"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Canadian","2016","Number","28"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Argentine","2011","Number","5"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Argentine","2016","Number","5"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Chilean","2011","Number","2"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Chilean","2016","Number","1"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Colombian","2011","Number","2"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Colombian","2016","Number","4"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Mexican","2011","Number","1"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Mexican","2016","Number","8"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Venezuelan","2011","Number","2"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Venezuelan","2016","Number","9"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Afghan","2011","Number","8"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Afghan","2016","Number","41"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Australian","2011","Number","76"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Australian","2016","Number","60"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","New Zealander","2011","Number","61"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","New Zealander","2016","Number","46"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Multi nationality","2011","Number","15"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Multi nationality","2016","Number","118"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","No nationality","2011","Number","27"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","No nationality","2016","Number","20"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Not stated","2011","Number","642"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Not stated","2016","Number","592"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Irish-Belarusian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Irish-Belarusian","2016","Number","8"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Irish-Bosnian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Irish-Bosnian","2016","Number","12"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Irish-Bulgarian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Irish-Bulgarian","2016","Number","11"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Irish-Croatian","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Irish-Croatian","2016","Number","5"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Irish-Czech","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Irish-Czech","2016","Number","3"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Irish-Finnish","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Male","H. Own account workers","Irish-Finnish","2016","Number","2"
